,visit_id,region,gender,start times,end times,referal,device,browser,new visit,returning visit
12,a2a56a7e-e2c4-420b-be28-7f9977eb5357,Rhode Island,Female,2022-03-01 11:45:43.864748,2022-03-01 19:36:44.216803,email,windows,edge,yes,no
13,00d69e17-ce85-4f4a-b3da-271db6c1dd4b,North Dakota,Male,2022-03-01 21:24:10.135565,2022-03-01 21:51:19.554167,email,ios,chrome,no,yes
14,deaec38b-5db1-4332-a43f-3104a0e962eb,Ohio,Male,2022-03-01 21:08:08.076924,2022-03-01 23:44:51.323130,direct,mac os,firefox,yes,no
15,ae8da204-c52b-464a-a00c-4890a7f51413,North Dakota,Female,2022-03-01 05:43:22.109782,2022-03-01 22:51:11.817294,email,ios,safari,yes,no
16,d119ef14-5fa2-466d-961f-f6045e4fa9c1,Kansas,Female,2022-03-01 03:20:03.311854,2022-03-01 18:19:31.404815,direct,windows,edge,yes,no
17,aba87ef0-de6f-43d5-aa15-bfac05d8e66c,Vermont,Female,2022-03-01 01:00:46.495753,2022-03-01 02:59:04.584391,email,windows,firefox,yes,no
18,a30b9194-8c6b-4173-9141-7fd844fe96b0,Florida,Male,2022-03-01 11:38:27.731951,2022-03-01 19:21:56.806883,direct,android,chrome,yes,no
19,10dc2a7d-c951-4cac-a32b-c4743ead69e3,Missouri,Female,2022-03-01 01:02:41.523031,2022-03-01 10:19:48.385968,direct,mac os,firefox,no,yes
20,41b14826-0a25-459e-bb24-5638f077d392,Illinois,Female,2022-03-01 01:06:30.052897,2022-03-01 08:33:29.952838,social media,ios,firefox,yes,no
21,d24d3e13-0263-4101-a383-22a39fb907a7,Arizona,Female,2022-03-01 10:30:34.985433,2022-03-01 19:51:52.079918,social media,ios,chrome,no,yes
22,b5b2f550-3867-40e1-874c-6de82b490c7a,Nebraska,Female,2022-03-01 22:03:50.414439,2022-03-01 22:34:23.306315,direct,windows,edge,yes,no
23,f9c208c8-e7ad-4e80-bf12-061dee4e8f33,Indiana,Male,2022-03-01 07:44:57.468799,2022-03-01 18:46:30.581019,direct,windows,internet explorer,yes,no
24,6e564b07-627c-421d-95b2-9abc9b4554cd,Oregon,Male,2022-03-01 07:21:01.904374,2022-03-01 10:17:53.947012,email,ios,chrome,yes,no
25,ffe2ff11-0675-4a00-ba6b-aefe5c842b99,Louisiana,Male,2022-03-01 18:19:00.400292,2022-03-01 22:56:35.421991,social media,mac os,safari,yes,no
26,875b1209-1026-445c-a1b6-fb402ee29bd3,Oregon,Female,2022-03-01 20:05:16.844661,2022-03-01 21:48:29.311428,google,mac os,firefox,yes,no
27,7d024849-5064-4499-8192-88bd51816181,Vermont,Female,2022-03-01 17:20:58.056386,2022-03-01 19:23:46.244029,google,android,firefox,yes,no
28,5f0e4f0c-77ed-4f64-915d-e624ba41d131,Montana,Female,2022-03-01 19:24:49.898875,2022-03-01 22:36:58.615320,email,ios,safari,no,yes
29,7e4ddac9-132d-450e-a05d-fd7ae6215b96,Michigan,Female,2022-03-01 22:54:04.322885,2022-03-01 23:52:37.222692,social media,android,chrome,yes,no
30,0a2cb543-4fac-4d44-b8a5-c77c9f2e90c5,Utah,Female,2022-03-01 11:05:47.354032,2022-03-01 20:17:39.086949,email,windows,chrome,no,yes
31,7c514bbd-d9b2-4f09-8d78-3751e8d76057,New Hampshire,Male,2022-03-01 23:17:25.258875,2022-03-01 23:46:41.692363,direct,mac os,chrome,no,yes
32,9cea1cc6-0477-48d3-9197-6b7708de68be,California,Female,2022-03-01 08:17:21.637272,2022-03-01 20:57:07.101733,google,windows,firefox,no,yes
33,6a623ee3-33c0-49aa-b6cc-607360001f44,Massachusetts,Female,2022-03-01 05:54:36.407424,2022-03-01 20:21:55.106179,direct,mac os,firefox,no,yes
34,72822b3d-289e-4ea7-a337-3d87a29519dc,Alaska,Male,2022-03-01 03:03:03.717925,2022-03-01 08:51:15.817440,email,ios,safari,yes,no
35,0ba926cd-d04c-49b8-a43c-6f874478eff3,Indiana,Female,2022-03-01 08:59:33.144215,2022-03-01 12:39:47.694497,social media,ios,safari,yes,no
36,373f99a6-69fe-4494-b418-c4b40ee7981a,New Mexico,Male,2022-03-01 17:26:02.606513,2022-03-01 17:31:38.315967,direct,mac os,safari,yes,no
37,535ea20c-bbf0-4c55-870f-ef49b77a7590,Kansas,Male,2022-03-01 21:01:21.947804,2022-03-01 22:49:51.127222,google,android,firefox,no,yes
38,15903884-2862-4414-b197-28c2207cfdf6,Louisiana,Male,2022-03-01 12:06:35.862109,2022-03-01 16:51:24.248307,direct,windows,firefox,no,yes
39,01bffa2b-dd3d-4b59-a76d-1895f46c6dc8,Hawaii,Male,2022-03-01 14:36:34.339610,2022-03-01 14:56:19.518335,google,windows,chrome,no,yes
40,efde0562-686e-45c5-86a3-08dcc929844d,New Hampshire,Male,2022-03-01 22:57:23.660131,2022-03-01 23:01:47.427538,direct,ios,chrome,yes,no
41,be2424cc-4bea-4357-a73b-58afc8658ef9,Nevada,Male,2022-03-01 10:41:28.504739,2022-03-01 19:31:14.316117,social media,android,firefox,no,yes
42,194ec9df-3796-471e-b1d3-6c00139dbbc4,Pennsylvania,Female,2022-03-01 10:58:50.403138,2022-03-01 13:12:52.396073,social media,android,chrome,yes,no
43,45980b89-902c-4886-bc3c-d41b7e9aebfa,New Jersey,Female,2022-03-01 20:22:13.810559,2022-03-01 20:32:06.952588,email,mac os,safari,no,yes
44,14be8fdd-13d1-43ab-a2cc-e35f6e041f32,Delaware,Female,2022-03-01 23:42:30.490347,2022-03-01 23:47:37.720003,google,mac os,safari,no,yes
45,b0ff6542-ee7c-4f3f-a49d-fe58679c549a,Georgia,Female,2022-03-01 07:33:55.509791,2022-03-01 12:12:54.080210,google,mac os,firefox,no,yes
46,6e5c8a08-558c-41ef-b1b8-12efdd4723b5,Wisconsin,Male,2022-03-01 01:56:03.321279,2022-03-01 15:08:01.269130,email,windows,internet explorer,yes,no
47,87ed8d09-2947-4667-970c-62a0c0110fa6,Arkansas,Male,2022-03-01 01:21:07.343513,2022-03-01 13:34:43.389395,direct,ios,safari,no,yes
48,09ca95c8-9f9b-415c-9814-ea300de1909c,Maine,Female,2022-03-01 04:06:02.651321,2022-03-01 17:59:32.942661,email,mac os,firefox,no,yes
49,6ca30ab2-2632-4de2-b065-c81888c539a6,Wyoming,Male,2022-03-01 16:29:29.146693,2022-03-01 20:46:44.968446,social media,mac os,safari,yes,no
50,6e54b5a5-3a10-4ef7-8ab1-6863cbaf6822,Texas,Female,2022-03-01 04:48:54.279103,2022-03-01 20:48:03.980378,direct,android,chrome,no,yes
51,a5f01bce-25b6-4746-b3e3-b53e77dba9e5,Idaho,Male,2022-03-01 23:09:48.716895,2022-03-01 23:53:20.339372,social media,ios,firefox,no,yes
52,6433d452-09fe-4201-bfe7-7a5beaa4c940,South Dakota,Female,2022-03-01 22:30:13.697077,2022-03-01 23:16:16.737273,social media,windows,chrome,no,yes
53,fb5123c3-ae84-49fc-a49a-570c564ded1c,Maine,Female,2022-03-01 12:54:50.903945,2022-03-01 18:15:13.721360,email,windows,internet explorer,no,yes
54,324ad059-0799-4875-8816-b1c7c1598be8,Virginia,Male,2022-03-01 02:25:53.344452,2022-03-01 03:03:59.117234,social media,android,chrome,no,yes
55,4a3e695f-5cba-4f74-a613-01f71f240a09,Rhode Island,Female,2022-03-01 07:07:39.600718,2022-03-01 23:57:56.887238,email,android,chrome,no,yes
56,b9e5b875-ce0b-4403-bf41-639d91301267,Colorado,Female,2022-03-01 08:32:14.137976,2022-03-01 13:45:39.509965,social media,mac os,chrome,no,yes
57,79cd0b5b-640e-4b25-a5dc-fb992109b6f8,New Jersey,Male,2022-03-01 07:47:34.946468,2022-03-01 15:01:02.742212,email,mac os,firefox,yes,no
58,b007c561-15d4-4aea-b3ab-eabe2626aea5,New Mexico,Male,2022-03-01 20:56:53.287121,2022-03-01 23:36:42.178875,google,android,chrome,no,yes
59,6da09d8c-f93c-45ce-a40b-82a4c6d43365,Florida,Female,2022-03-01 17:09:12.953199,2022-03-01 18:42:35.336896,email,android,firefox,no,yes
60,7350361b-b56a-434f-af32-a206f66ce5c3,South Carolina,Male,2022-03-01 14:02:42.138477,2022-03-01 16:42:09.859740,social media,ios,chrome,yes,no
61,d96022bf-62b7-46a2-b5f6-98dcf08f4e0a,Florida,Male,2022-03-01 07:16:48.716261,2022-03-01 21:18:32.347836,google,mac os,chrome,no,yes
62,6720da1d-32c5-4b57-b5ac-1ce6cca8584b,New Jersey,Male,2022-03-01 22:21:50.506093,2022-03-01 22:31:40.018723,direct,ios,chrome,yes,no
63,9a6f53b3-20f3-4d51-bf91-09623ace4f85,Indiana,Female,2022-03-01 15:37:06.482524,2022-03-01 23:21:18.659995,social media,ios,safari,yes,no
64,776af1c4-c0fc-4a22-8c8d-ec7d61b0d156,North Carolina,Male,2022-03-01 10:01:35.941729,2022-03-01 14:11:12.936671,email,mac os,firefox,no,yes
65,67a9dc61-5f10-4d41-8d2e-61225775895f,Iowa,Female,2022-03-01 15:42:12.870354,2022-03-01 15:58:31.281911,google,windows,firefox,yes,no
66,d5cfebd5-16ad-48d2-befc-bfd368b56d43,Nebraska,Male,2022-03-01 10:08:33.305632,2022-03-01 11:10:19.601363,direct,mac os,safari,yes,no
67,9d1f4398-6148-47db-b727-d99ae736273b,Connecticut,Female,2022-03-01 00:55:25.550930,2022-03-01 05:32:36.625849,direct,windows,chrome,no,yes
68,6e5cf895-e0f3-4c39-b6f9-03ae9eef73e6,Rhode Island,Female,2022-03-01 10:13:26.274432,2022-03-01 12:40:31.235149,direct,ios,chrome,no,yes
69,2cec4bb8-a6c4-46c4-9a54-75c1ee69fb42,South Dakota,Male,2022-03-01 06:41:37.109866,2022-03-01 20:22:33.111721,google,android,chrome,yes,no
70,d64adb79-4038-4304-a0e5-b7b54af63948,Wisconsin,Female,2022-03-01 20:43:30.319078,2022-03-01 20:56:35.556870,google,mac os,firefox,yes,no
71,796ae38d-27b1-4eb0-b3b4-f45feaad8fed,South Dakota,Male,2022-03-01 05:14:52.622980,2022-03-01 09:40:11.339824,email,mac os,safari,yes,no
72,dfd2b378-f9e5-40d7-a65f-c01536c58ebf,Florida,Female,2022-03-01 18:11:10.150105,2022-03-01 18:36:41.037371,email,windows,chrome,yes,no
73,b781783a-de8d-4c7c-be16-b879b2c0be0d,Ohio,Male,2022-03-01 05:42:13.492212,2022-03-01 13:16:59.125080,direct,android,firefox,yes,no
74,a515781a-71f9-480f-9884-4d0e6d9e573f,Indiana,Female,2022-03-01 18:42:17.732708,2022-03-01 19:19:30.154571,email,windows,edge,yes,no
75,560eb31b-79b1-45ad-b27a-c069b20f8092,California,Male,2022-03-01 06:29:27.908987,2022-03-01 23:26:20.181872,google,mac os,firefox,yes,no
76,584465c5-cfea-414c-ba23-e18e307dd619,Rhode Island,Male,2022-03-01 01:20:08.056429,2022-03-01 17:48:37.242182,email,ios,firefox,no,yes
77,81829591-ec1e-4fed-9fdd-0473c60cbd5d,Arkansas,Male,2022-03-01 14:10:22.452494,2022-03-01 16:41:00.793685,direct,ios,firefox,yes,no
78,b4b66976-e76c-48a2-a5de-044c45e195c7,Wyoming,Male,2022-03-01 04:20:10.588049,2022-03-01 22:53:48.991570,direct,mac os,firefox,no,yes
79,b7c91e3c-1bdf-4b5d-9db0-315fb6a04509,Alaska,Male,2022-03-01 00:39:33.125624,2022-03-01 05:30:35.576195,direct,windows,edge,yes,no
80,ecc866a9-6259-4e49-a266-96202512684f,Massachusetts,Female,2022-03-01 03:02:31.233392,2022-03-01 15:56:10.542564,direct,mac os,chrome,no,yes
81,6bb5ca7a-9acd-45da-a4b2-05a62e59d31d,Florida,Male,2022-03-01 23:55:23.820314,2022-03-01 23:55:51.927088,google,mac os,firefox,yes,no
82,13573da2-e1fb-4b22-a916-0b18ea943194,Delaware,Male,2022-03-01 08:39:53.350510,2022-03-01 10:19:58.474846,email,ios,chrome,no,yes
83,0aa8dedc-073b-4e1f-9d53-bba2ded571f3,Missouri,Female,2022-03-01 23:21:30.000345,2022-03-01 23:28:01.740844,email,windows,firefox,no,yes
84,2bb8e04e-875d-4424-9a01-6fb1e2428b1a,South Carolina,Male,2022-03-01 10:08:34.385451,2022-03-01 12:45:55.170999,email,windows,edge,no,yes
85,42d9bae6-46c7-4014-ba10-03fe666fae84,Florida,Female,2022-03-01 06:52:14.477312,2022-03-01 09:55:26.852756,social media,mac os,chrome,yes,no
86,ff24e91f-d753-460d-bcd1-53c7b1cf4ec8,Illinois,Female,2022-03-01 23:01:36.801226,2022-03-01 23:10:22.050619,google,ios,firefox,no,yes
87,b4ce6130-defb-4d16-a8bb-fe7393e044ef,Georgia,Male,2022-03-01 00:37:40.888414,2022-03-01 03:47:45.092948,google,ios,safari,no,yes
88,85b2e116-1a47-464e-9737-ddbded6fef69,Washington,Female,2022-03-01 15:34:18.139165,2022-03-01 19:01:18.082562,google,android,firefox,yes,no
89,7471181d-86e1-45b9-bc72-1cf82447f37c,Alabama,Female,2022-03-01 18:03:38.588103,2022-03-01 20:02:55.779613,email,mac os,chrome,no,yes
90,d8e73acf-df54-47df-b62d-f0b69c03bfdd,South Dakota,Female,2022-03-01 14:09:29.895152,2022-03-01 20:38:23.952508,social media,ios,chrome,no,yes
91,d568d239-5b45-4351-af10-3f1a6e012b73,Delaware,Female,2022-03-01 17:53:27.632578,2022-03-01 20:15:47.326352,email,windows,firefox,yes,no
92,1f4288d6-294a-4544-b9e8-d7c87d9eca24,South Carolina,Female,2022-03-01 23:55:02.002665,2022-03-01 23:57:14.593232,email,android,chrome,no,yes
93,9f522c3a-a83b-4197-abf6-b4741c4d86cc,Montana,Female,2022-03-01 08:20:56.366563,2022-03-01 16:14:23.218686,social media,mac os,chrome,yes,no
94,658150c4-762f-479d-b0af-d08d43656d1f,Massachusetts,Female,2022-03-01 09:47:03.056203,2022-03-01 18:27:38.745346,direct,windows,internet explorer,no,yes
95,b4f650c9-0cae-40a8-8cf3-14cd1e404e1d,Indiana,Female,2022-03-01 14:56:48.255983,2022-03-01 19:55:04.888312,email,ios,safari,no,yes
96,140b8517-4a65-4d96-889b-ed484a1f7ae9,Utah,Male,2022-03-01 22:23:39.079788,2022-03-01 23:02:15.109112,email,ios,firefox,no,yes
97,db132c6a-7d99-4b0b-97b6-ccaa04b5f5dc,Virginia,Female,2022-03-02 07:42:06.016053,2022-03-02 20:45:17.826633,direct,android,chrome,no,yes
98,d5e07887-f158-430a-9a79-7c8fdad02a96,Maryland,Female,2022-03-02 19:18:35.577011,2022-03-02 20:44:33.420658,email,mac os,chrome,no,yes
99,9e523594-171a-445d-b78a-2866e7a6ce42,Utah,Male,2022-03-02 21:44:51.412696,2022-03-02 23:31:03.899266,email,ios,chrome,no,yes
100,da428e3a-f6a6-4eb7-8226-0267c80b12c6,Mississippi,Male,2022-03-02 03:00:15.757372,2022-03-02 15:36:14.404023,direct,android,chrome,no,yes
101,57c9e26c-b99a-40e0-87ad-e043413596ca,New Hampshire,Male,2022-03-02 00:03:36.239957,2022-03-02 21:05:55.650534,social media,windows,edge,no,yes
102,6470c0e8-272d-4c02-be30-e23fc9bf721f,Illinois,Female,2022-03-02 23:21:46.875043,2022-03-02 23:33:32.127679,google,mac os,chrome,no,yes
103,fbf333a0-d964-40ff-a95d-9cfdf29188b0,Wyoming,Female,2022-03-02 23:48:40.422775,2022-03-02 23:53:42.361828,direct,windows,edge,yes,no
104,396bc248-83ba-4d3a-b7e1-e76c9bb51948,North Dakota,Female,2022-03-02 11:31:04.651313,2022-03-02 13:43:35.268548,direct,mac os,chrome,yes,no
105,6b963982-2c84-4ce4-842f-28c01b59cc8d,Washington,Male,2022-03-02 14:57:23.180476,2022-03-02 21:55:58.110842,social media,windows,firefox,yes,no
106,8a3b7098-3aa6-4d98-987b-bf8798b8c182,Colorado,Female,2022-03-02 01:06:26.290846,2022-03-02 15:01:51.544744,email,ios,safari,yes,no
107,1e2eaef6-6ddc-4cae-a144-034be79a0717,Maryland,Male,2022-03-02 17:01:58.562090,2022-03-02 18:35:48.682153,direct,android,chrome,no,yes
108,9bbcaac1-fdbd-4e35-8e5d-c5a399d0677f,Texas,Female,2022-03-02 05:30:28.453943,2022-03-02 07:02:41.798002,email,windows,internet explorer,yes,no
109,34647aa5-f90d-4c05-bc4c-c13e9541ee1c,Iowa,Female,2022-03-02 09:32:36.006935,2022-03-02 16:03:03.411000,social media,mac os,safari,no,yes
110,4972f632-463c-4f3d-ba4b-bc76724c73f8,Florida,Male,2022-03-02 04:22:55.399509,2022-03-02 10:24:54.291213,direct,windows,edge,yes,no
111,0169e389-ad82-45a4-9afe-1f00776e31ea,Montana,Female,2022-03-02 10:34:41.035750,2022-03-02 17:29:37.157915,google,ios,firefox,yes,no
112,b6d223e5-ef4a-4ec0-9669-c529884815a0,California,Male,2022-03-02 15:03:11.363020,2022-03-02 15:26:06.117554,google,android,firefox,no,yes
113,9b91568c-e71e-4f64-b462-4145bfe1199d,Washington DC,Male,2022-03-02 15:01:32.243137,2022-03-02 17:13:40.503296,direct,android,chrome,yes,no
114,65d2104d-105d-48c5-8ffb-3c5d7839896f,New Jersey,Male,2022-03-02 16:32:21.685629,2022-03-02 16:38:18.403434,direct,windows,internet explorer,yes,no
115,e471158b-44b2-458a-b6fe-9f44b906ecb6,Utah,Female,2022-03-02 09:09:15.293344,2022-03-02 19:18:40.358196,google,ios,chrome,no,yes
116,9e62b20e-ceaf-42d9-8363-e41f1d017c8f,Minnesota,Female,2022-03-02 22:05:24.136529,2022-03-02 22:24:54.493330,direct,ios,chrome,no,yes
117,232dc53e-5d9a-40a2-b94f-7523bdba72ba,Vermont,Female,2022-03-02 08:27:48.469127,2022-03-02 22:24:13.426016,email,ios,firefox,no,yes
118,dfe0ff52-143e-4765-8b63-668dc1366ddd,Michigan,Female,2022-03-02 08:00:48.564837,2022-03-02 14:29:18.303601,direct,ios,firefox,no,yes
119,acc5427c-8121-4c57-bb0d-10d65ff8c0ff,Missouri,Male,2022-03-02 07:42:22.895468,2022-03-02 20:05:46.625975,direct,ios,firefox,yes,no
120,9e0def87-7db0-48e0-b2e4-67874ae9cff7,New York,Female,2022-03-02 09:29:33.686854,2022-03-02 10:55:20.115661,social media,windows,firefox,no,yes
121,233c2926-1e9d-4e85-97c4-4ff28125d879,Oregon,Female,2022-03-02 15:24:53.634327,2022-03-02 19:27:06.796306,direct,mac os,firefox,no,yes
122,faf95bd4-b2e7-4c2e-8a41-318b8530c4f9,Nebraska,Male,2022-03-02 16:41:04.599260,2022-03-02 21:40:58.712333,social media,android,firefox,no,yes
123,fca51477-75e7-4770-a083-24c80434aa64,Arkansas,Male,2022-03-02 12:12:30.778465,2022-03-02 19:49:38.572347,google,android,chrome,yes,no
124,dff5bbae-fe43-4d89-82fc-6a70ba417c04,Georgia,Male,2022-03-02 14:09:53.028616,2022-03-02 19:48:06.963278,google,android,chrome,yes,no
125,558f7b3d-bbe3-414c-ae7d-bae52747291f,Arizona,Male,2022-03-02 07:44:48.263031,2022-03-02 10:44:06.064468,email,mac os,safari,no,yes
126,d12530ea-eb5e-4328-8b48-ea1b7785e9ec,Virginia,Male,2022-03-02 14:31:44.729813,2022-03-02 22:03:32.885259,direct,android,chrome,no,yes
127,f2f22a37-dbdf-4ae1-b74b-b9b39eb86c1f,Tennessee,Female,2022-03-02 12:05:52.801312,2022-03-02 16:11:14.369850,social media,android,chrome,yes,no
128,753bf26a-778f-4a07-a35d-9b11f087cf46,Montana,Female,2022-03-02 02:19:24.804168,2022-03-02 07:09:21.306512,social media,windows,internet explorer,yes,no
129,8bd6f0b2-d41e-43fd-87c6-4ddf3b5332f9,Oregon,Female,2022-03-02 10:17:29.075032,2022-03-02 15:47:10.766055,social media,mac os,safari,yes,no
130,842f64f1-976f-4715-960e-e147f10812b8,Tennessee,Male,2022-03-02 16:20:40.808136,2022-03-02 17:55:01.916044,social media,mac os,chrome,yes,no
131,f2330730-ba8f-40b0-8613-df3d39fb44bc,Kentucky,Female,2022-03-02 12:57:10.344264,2022-03-02 16:46:35.955610,direct,mac os,firefox,yes,no
132,edb6b3a0-7170-46c7-8a81-597d3c943134,Arkansas,Male,2022-03-02 23:13:09.038259,2022-03-02 23:35:13.205910,email,ios,firefox,yes,no
133,ff3f803d-81c4-490a-b163-bf9552d90c9b,Rhode Island,Female,2022-03-02 13:37:15.060518,2022-03-02 23:45:45.049649,google,windows,firefox,no,yes
134,edb69f8b-93f0-4050-b955-889e23e7e650,Illinois,Female,2022-03-02 04:20:15.680224,2022-03-02 09:58:57.928276,social media,windows,firefox,yes,no
135,f5f63efd-1efc-4093-bfb4-8eba828aa749,Minnesota,Female,2022-03-02 02:07:09.764169,2022-03-02 07:10:18.367410,direct,mac os,firefox,yes,no
136,9e2b82c5-63f8-4ef0-b701-b471555fa97c,Maryland,Male,2022-03-02 03:24:54.454093,2022-03-02 21:29:41.280180,social media,windows,chrome,no,yes
137,3d454604-cb4c-4cfe-a0b1-ce4badb6458c,Montana,Female,2022-03-02 05:15:54.921921,2022-03-02 11:14:21.343394,social media,android,firefox,yes,no
138,52d2f103-20d3-4f73-9097-cb2d6c5a8a29,North Dakota,Female,2022-03-02 18:20:37.987820,2022-03-02 19:00:44.277179,google,mac os,chrome,no,yes
139,a4b10b06-5806-4664-84f7-244f0c2bddca,Indiana,Male,2022-03-02 00:02:50.451701,2022-03-02 08:55:28.378681,social media,android,chrome,yes,no
140,32d5a557-4a7b-40e0-837b-b40e00ba5f83,Kentucky,Male,2022-03-02 01:04:56.288314,2022-03-02 14:47:45.701591,google,ios,chrome,yes,no
141,3e7dda96-6094-4ef0-8596-b287d820a8a7,Kentucky,Male,2022-03-02 04:51:56.346639,2022-03-02 16:41:51.594254,google,android,firefox,no,yes
142,c40aaf43-fba9-4965-bfae-62d727cbd25e,Washington DC,Female,2022-03-02 06:04:40.483120,2022-03-02 17:27:43.800706,google,android,firefox,yes,no
143,03d0aee0-5494-4318-af0a-9d31e8b66e35,North Dakota,Male,2022-03-02 08:08:29.586843,2022-03-02 21:08:47.752187,direct,mac os,chrome,no,yes
144,7a2214a7-ff73-451c-ba55-4154a5c6cc55,Michigan,Male,2022-03-02 15:02:40.168201,2022-03-02 19:40:53.118233,social media,android,chrome,yes,no
145,29bee673-8023-4f9f-9db3-9c1453e064b3,Maryland,Male,2022-03-02 16:32:32.916511,2022-03-02 19:57:01.717417,google,windows,firefox,yes,no
146,9a8568c9-2f00-4259-8ae0-8436366c70ce,Tennessee,Female,2022-03-02 16:34:28.347731,2022-03-02 22:33:04.014675,direct,ios,chrome,yes,no
147,3cef7710-f053-4610-8b7c-4a7321324cf9,South Dakota,Female,2022-03-02 10:18:32.679212,2022-03-02 10:56:49.046036,google,mac os,safari,yes,no
148,0883833e-ddb2-4519-85ee-32b848e4332e,Utah,Male,2022-03-02 02:13:20.375001,2022-03-02 06:48:52.775315,social media,ios,chrome,no,yes
149,cb6420d4-1875-47f9-8956-8f8fb4048aa3,Massachusetts,Female,2022-03-02 08:46:01.817539,2022-03-02 13:53:53.342153,direct,mac os,firefox,no,yes
150,2975dae1-52bf-4c72-8f84-caf53904a418,Oregon,Male,2022-03-02 07:26:56.998834,2022-03-02 13:15:02.632731,social media,windows,firefox,yes,no
151,2d1237b6-30c5-4b89-904c-b7eebf96341b,Rhode Island,Male,2022-03-02 21:35:44.982133,2022-03-02 23:36:27.199519,google,ios,chrome,yes,no
152,4775a6c5-63e3-45c4-b634-8e71fed3ae1d,Michigan,Male,2022-03-02 20:15:15.009710,2022-03-02 23:20:07.526272,google,mac os,chrome,yes,no
153,f736e617-8b52-46ad-b35f-de2b44958e43,Texas,Male,2022-03-02 04:11:51.075555,2022-03-02 15:45:01.119954,email,android,firefox,yes,no
154,3056b1d6-86b4-44be-903b-bcde42f4f72b,Hawaii,Female,2022-03-02 02:33:34.848433,2022-03-02 16:13:04.016197,direct,windows,internet explorer,no,yes
155,2e265392-e29f-48ea-aa82-ade9d31fc83c,Montana,Female,2022-03-02 17:47:11.894791,2022-03-02 18:28:40.025613,google,windows,firefox,yes,no
156,86bc1491-5879-47ad-9bae-bc0887e47ea1,Mississippi,Male,2022-03-02 13:57:08.953249,2022-03-02 14:13:51.185826,social media,windows,internet explorer,yes,no
157,246b0bb4-f4d9-4837-9617-6fbe2476e99c,Tennessee,Female,2022-03-02 10:18:05.012907,2022-03-02 11:04:45.342616,social media,android,firefox,no,yes
158,e8143ed1-1ed8-47f0-9022-8407219b3dab,Nevada,Female,2022-03-02 07:18:17.517266,2022-03-02 20:24:37.860925,google,mac os,firefox,no,yes
159,c33d0727-a60f-4a23-acdf-108a2e979640,Alaska,Male,2022-03-02 05:29:33.502021,2022-03-02 18:20:40.241313,direct,android,chrome,no,yes
160,40f1c35c-2687-4b6b-aee8-1562820646c8,Massachusetts,Male,2022-03-02 05:06:36.611029,2022-03-02 08:46:14.012712,social media,android,chrome,yes,no
161,57f1345a-fc1a-4361-a00b-d1442141ddae,South Dakota,Female,2022-03-02 07:59:48.841301,2022-03-02 12:57:52.716165,social media,android,chrome,no,yes
162,ecd9e599-5879-4828-9c66-bfd8416fe65f,Maine,Male,2022-03-02 13:46:56.099816,2022-03-02 22:05:56.108472,email,mac os,firefox,no,yes
163,159d21f9-ce7e-4c70-b551-55489dfd59c9,Louisiana,Male,2022-03-02 05:30:19.935371,2022-03-02 07:28:52.679365,social media,android,chrome,no,yes
164,8e098e1a-0de6-45b9-a7a2-5c1abe15f2aa,Pennsylvania,Male,2022-03-02 21:05:35.681927,2022-03-02 22:58:09.962632,direct,android,chrome,no,yes
165,61d83652-eabc-456f-82a6-872811c2c803,Oregon,Male,2022-03-02 22:39:05.294753,2022-03-02 22:49:58.066707,email,windows,firefox,no,yes
